10/16 20:15:00.257|EXEC_START  |
--/-- --:--:--.---|INFO        |読込行番号(int) 入力=[2]
--/-- --:--:--.---|VARIABLE    |NAME=商談コード, VALUE=P21800668D
--/-- --:--:--.---|INFO        |商談コード(String) 入力=[P21800668D]
--/-- --:--:--.---|VARIABLE    |NAME=オーダID, VALUE=BF24101604023-00
--/-- --:--:--.---|INFO        |オーダID(String) 入力=[BF24101604023-00]
10/16 20:15:03.933|END         |
10/16 20:15:03.933|BRANCH_START|NAME=必須チェック結果
--/-- --:--:--.---|EVALUATION  |NAME=必須未入力, RESULT=false
10/16 20:15:03.933|START       |NAME=削除条件作成 
--/-- --:--:--.---|VARIABLE    |NAME=検索条件作業用, VALUE=Name LIKE 'BF24101604023%'
--/-- --:--:--.---|INFO        |検索条件作業用(String) 入力=[Name LIKE 'BF24101604023%']
10/16 20:15:03.933|END         |
10/16 20:15:03.933|START       |NAME=オーダ進捗_ID抽出 [salesforce_adapter/get_data]
--/-- --:--:--.---|INFO        |[0]件のデータ読み取り(クエリー)に成功しました。
10/16 20:15:03.995|END         |
10/16 20:15:03.995|BRANCH_START|NAME=ID抽出結果判定
--/-- --:--:--.---|EVALUATION  |NAME=IDあり, RESULT=false
10/16 20:15:03.995|START       |NAME=ID抽出結果なし 
10/16 20:15:03.995|END         |
10/16 20:15:03.995|START       |NAME=中間1出力_1 [csv_adapter/put_data]
--/-- --:--:--.---|INFO        |[1]行のデータを挿入しました。
10/16 20:15:03.997|END         |
10/16 20:15:03.998|BRANCH_END  |
10/16 20:15:03.998|BRANCH_END  |
10/16 20:15:03.998|START       |NAME=必須chk・値取得 
--/-- --:--:--.---|VARIABLE    |NAME=処理結果フラグ, VALUE=0
--/-- --:--:--.---|INFO        |処理結果フラグ(int) 入力=[0]
--/-- --:--:--.---|VARIABLE    |NAME=メッセージ作業用, VALUE=
--/-- --:--:--.---|INFO        |メッセージ作業用(String) 入力=[]
--/-- --:--:--.---|VARIABLE    |NAME=読込行番号, VALUE=3
--/-- --:--:--.---|INFO        |読込行番号(int) 入力=[3]
--/-- --:--:--.---|VARIABLE    |NAME=商談コード, VALUE=P241043572
--/-- --:--:--.---|INFO        |商談コード(String) 入力=[P241043572]
--/-- --:--:--.---|VARIABLE    |NAME=オーダID, VALUE=BF24101604024-00
--/-- --:--:--.---|INFO        |オーダID(String) 入力=[BF24101604024-00]
10/16 20:15:03.998|END         |
10/16 20:15:03.998|BRANCH_START|NAME=必須チェック結果
--/-- --:--:--.---|EVALUATION  |NAME=必須未入力, RESULT=false
10/16 20:15:03.998|START       |NAME=削除条件作成 
--/-- --:--:--.---|VARIABLE    |NAME=検索条件作業用, VALUE=Name LIKE 'BF24101604024%'
--/-- --:--:--.---|INFO        |検索条件作業用(String) 入力=[Name LIKE 'BF24101604024%']
10/16 20:15:03.998|END         |
10/16 20:15:03.998|START       |NAME=オーダ進捗_ID抽出 [salesforce_adapter/get_data]
--/-- --:--:--.---|INFO        |[0]件のデータ読み取り(クエリー)に成功しました。
10/16 20:15:04.053|END         |
10/16 20:15:04.053|BRANCH_START|NAME=ID抽出結果判定
--/-- --:--:--.---|EVALUATION  |NAME=IDあり, RESULT=false
10/16 20:15:04.053|START       |NAME=ID抽出結果なし 
10/16 20:15:04.054|END         |
10/16 20:15:04.054|START       |NAME=中間1出力_1 [csv_adapter/put_data]
--/-- --:--:--.---|INFO        |[1]行のデータを挿入しました。
10/16 20:15:04.056|END         |
10/16 20:15:04.056|BRANCH_END  |
10/16 20:15:04.056|BRANCH_END  |
10/16 20:15:04.056|START       |NAME=必須chk・値取得 
--/-- --:--:--.---|VARIABLE    |NAME=処理結果フラグ, VALUE=0
--/-- --:--:--.---|INFO        |処理結果フラグ(int) 入力=[0]
--/-- --:--:--.---|VARIABLE    |NAME=メッセージ作業用, VALUE=
--/-- --:--:--.---|INFO        |メッセージ作業用(String) 入力=[]
--/-- --:--:--.---|VARIABLE    |NAME=読込行番号, VALUE=4
--/-- --:--:--.---|INFO        |読込行番号(int) 入力=[4]
--/-- --:--:--.---|VARIABLE    |NAME=商談コード, VALUE=P213002173
--/-- --:--:--.---|INFO        |商談コード(String) 入力=[P213002173]
--/-- --:--:--.---|VARIABLE    |NAME=オーダID, VALUE=BF24101604025-00
--/-- --:--:--.---|INFO        |オーダID(String) 入力=[BF24101604025-00]
10/16 20:15:04.057|END         |
10/16 20:15:04.057|BRANCH_START|NAME=必須チェック結果
--/-- --:--:--.---|EVALUATION  |NAME=必須未入力, RESULT=false
10/16 20:15:04.057|START       |NAME=削除条件作成 
--/-- --:--:--.---|VARIABLE    |NAME=検索条件作業用, VALUE=Name LIKE 'BF24101604025%'
--/-- --:--:--.---|INFO        |検索条件作業用(String) 入力=[Name LIKE 'BF24101604025%']
10/16 20:15:04.057|END         |
10/16 20:15:04.057|START       |NAME=オーダ進捗_ID抽出 [salesforce_adapter/get_data]
--/-- --:--:--.---|INFO        |[0]件のデータ読み取り(クエリー)に成功しました。
10/16 20:15:04.114|END         |
10/16 20:15:04.114|BRANCH_START|NAME=ID抽出結果判定
--/-- --:--:--.---|EVALUATION  |NAME=IDあり, RESULT=false
10/16 20:15:04.114|START       |NAME=ID抽出結果なし 
10/16 20:15:04.115|END         |
10/16 20:15:04.115|START       |NAME=中間1出力_1 [csv_adapter/put_data]
--/-- --:--:--.---|INFO        |[1]行のデータを挿入しました。
10/16 20:15:04.117|END         |
10/16 20:15:04.117|BRANCH_END  |
10/16 20:15:04.117|BRANCH_END  |
10/16 20:15:04.117|START       |NAME=必須chk・値取得 
--/-- --:--:--.---|VARIABLE    |NAME=処理結果フラグ, VALUE=0
--/-- --:--:--.---|INFO        |処理結果フラグ(int) 入力=[0]
--/-- --:--:--.---|VARIABLE    |NAME=メッセージ作業用, VALUE=
--/-- --:--:--.---|INFO        |メッセージ作業用(String) 入力=[]
--/-- --:--:--.---|VARIABLE    |NAME=読込行番号, VALUE=5
--/-- --:--:--.---|INFO        |読込行番号(int) 入力=[5]
--/-- --:--:--.---|VARIABLE    |NAME=商談コード, VALUE=P21800668D
--/-- --:--:--.---|INFO        |商談コード(String) 入力=[P21800668D]
--/-- --:--:--.---|VARIABLE    |NAME=オーダID, VALUE=BF24101604027-00
--/-- --:--:--.---|INFO        |オーダID(String) 入力=[BF24101604027-00]
10/16 20:15:04.117|END         |
10/16 20:15:04.117|BRANCH_START|NAME=必須チェック結果
--/-- --:--:--.---|EVALUATION  |NAME=必須未入力, RESULT=false
10/16 20:15:04.117|START       |NAME=削除条件作成 
--/-- --:--:--.---|VARIABLE    |NAME=検索条件作業用, VALUE=Name LIKE 'BF24101604027%'
--/-- --:--:--.---|INFO        |検索条件作業用(String) 入力=[Name LIKE 'BF24101604027%']
10/16 20:15:04.118|END         |
10/16 20:15:04.118|START       |NAME=オーダ進捗_ID抽出 [salesforce_adapter/get_data]
--/-- --:--:--.---|INFO        |[0]件のデータ読み取り(クエリー)に成功しました。
10/16 20:15:04.175|END         |
10/16 20:15:04.175|BRANCH_START|NAME=ID抽出結果判定
--/-- --:--:--.---|EVALUATION  |NAME=IDあり, RESULT=false
10/16 20:15:04.175|START       |NAME=ID抽出結果なし 
10/16 20:15:04.175|END         |
10/16 20:15:04.175|START       |NAME=中間1出力_1 [csv_adapter/put_data]
--/-- --:--:--.---|INFO        |[1]行のデータを挿入しました。
10/16 20:15:04.178|END         |
10/16 20:15:04.178|BRANCH_END  |
10/16 20:15:04.178|BRANCH_END  |
10/16 20:15:04.178|LOOP_END    |COUNT=5
10/16 20:15:04.178|BRANCH_START|NAME=F読込件数判定
--/-- --:--:--.---|EVALUATION  |NAME=空ファイル, RESULT=false
10/16 20:15:04.178|BRANCH_END  |
10/16 20:15:04.178|START       |NAME=変数初期化_1 
--/-- --:--:--.---|VARIABLE    |NAME=処理結果フラグ, VALUE=0
--/-- --:--:--.---|INFO        |処理結果フラグ(int) 入力=[0]
--/-- --:--:--.---|VARIABLE    |NAME=前回ID, VALUE=                  
--/-- --:--:--.---|INFO        |前回ID(String) 入力=[                  ]
10/16 20:15:04.178|END         |
10/16 20:15:04.178|START       |NAME=中間1読込 [csv_adapter/get_data]
--/-- --:--:--.---|INFO        |[5]行のデータを抽出しました。
10/16 20:15:04.180|END         |
10/16 20:15:04.180|START       |NAME=中間1_IDソート 
--/-- --:--:--.---|INFO        |ソート処理の中間データ抽出処理が正常に終了しました。
10/16 20:15:04.185|END         |
10/16 20:15:04.185|LOOP_START  |NAME=繰り返し_R削除
10/16 20:15:04.185|START       |NAME=R削除ID取得 
--/-- --:--:--.---|VARIABLE    |NAME=処理結果フラグ, VALUE=0
--/-- --:--:--.---|INFO        |処理結果フラグ(int) 入力=[0]
--/-- --:--:--.---|VARIABLE    |NAME=読込行番号, VALUE=1
--/-- --:--:--.---|INFO        |読込行番号(int) 入力=[1]
--/-- --:--:--.---|VARIABLE    |NAME=商談コード, VALUE=P213002B9A
--/-- --:--:--.---|INFO        |商談コード(String) 入力=[P213002B9A]
--/-- --:--:--.---|VARIABLE    |NAME=オーダID, VALUE=BF24101604007-00
--/-- --:--:--.---|INFO        |オーダID(String) 入力=[BF24101604007-00]
--/-- --:--:--.---|VARIABLE    |NAME=カスタムオブジェクトID, VALUE=                  
--/-- --:--:--.---|INFO        |カスタムオブジェクトID(String) 入力=[                  ]
10/16 20:15:04.185|END         |
10/16 20:15:04.185|BRANCH_START|NAME=前回IDと比較
--/-- --:--:--.---|EVALUATION  |NAME=IDあり&前回IDと異なる, RESULT=false
10/16 20:15:04.185|BRANCH_END  |
10/16 20:15:04.185|START       |NAME=削除結果F内容 
10/16 20:15:04.185|END         |
10/16 20:15:04.185|START       |NAME=中間2ファイル出力_1 [csv_adapter/put_data]
--/-- --:--:--.---|INFO        |[1]行のデータを挿入しました。
10/16 20:15:04.188|END         |
10/16 20:15:04.188|START       |NAME=R削除ID取得 
--/-- --:--:--.---|VARIABLE    |NAME=処理結果フラグ, VALUE=0
--/-- --:--:--.---|INFO        |処理結果フラグ(int) 入力=[0]
--/-- --:--:--.---|VARIABLE    |NAME=読込行番号, VALUE=2
--/-- --:--:--.---|INFO        |読込行番号(int) 入力=[2]
--/-- --:--:--.---|VARIABLE    |NAME=商談コード, VALUE=P21800668D
--/-- --:--:--.---|INFO        |商談コード(String) 入力=[P21800668D]
--/-- --:--:--.---|VARIABLE    |NAME=オーダID, VALUE=BF24101604023-00
--/-- --:--:--.---|INFO        |オーダID(String) 入力=[BF24101604023-00]
--/-- --:--:--.---|VARIABLE    |NAME=カスタムオブジェクトID, VALUE=                  
--/-- --:--:--.---|INFO        |カスタムオブジェクトID(String) 入力=[                  ]
10/16 20:15:04.189|END         |
10/16 20:15:04.189|BRANCH_START|NAME=前回IDと比較
--/-- --:--:--.---|EVALUATION  |NAME=IDあり&前回IDと異なる, RESULT=false
10/16 20:15:04.189|BRANCH_END  |
10/16 20:15:04.189|START       |NAME=削除結果F内容 
10/16 20:15:04.189|END         |
10/16 20:15:04.189|START       |NAME=中間2ファイル出力_1 [csv_adapter/put_data]
--/-- --:--:--.---|INFO        |[1]行のデータを挿入しました。
10/16 20:15:04.191|END         |
10/16 20:15:04.191|START       |NAME=R削除ID取得 
--/-- --:--:--.---|VARIABLE    |NAME=処理結果フラグ, VALUE=0
--/-- --:--:--.---|INFO        |処理結果フラグ(int) 入力=[0]
--/-- --:--:--.---|VARIABLE    |NAME=読込行番号, VALUE=3
--/-- --:--:--.---|INFO        |読込行番号(int) 入力=[3]
--/-- --:--:--.---|VARIABLE    |NAME=商談コード, VALUE=P241043572
--/-- --:--:--.---|INFO        |商談コード(String) 入力=[P241043572]
--/-- --:--:--.---|VARIABLE    |NAME=オーダID, VALUE=BF24101604024-00
--/-- --:--:--.---|INFO        |オーダID(String) 入力=[BF24101604024-00]
--/-- --:--:--.---|VARIABLE    |NAME=カスタムオブジェクトID, VALUE=                  
--/-- --:--:--.---|INFO        |カスタムオブジェクトID(String) 入力=[                  ]
10/16 20:15:04.191|END         |
10/16 20:15:04.191|BRANCH_START|NAME=前回IDと比較
--/-- --:--:--.---|EVALUATION  |NAME=IDあり&前回IDと異なる, RESULT=false
10/16 20:15:04.191|BRANCH_END  |
10/16 20:15:04.191|START       |NAME=削除結果F内容 
10/16 20:15:04.191|END         |
10/16 20:15:04.191|START       |NAME=中間2ファイル出力_1 [csv_adapter/put_data]
--/-- --:--:--.---|INFO        |[1]行のデータを挿入しました。
10/16 20:15:04.193|END         |
10/16 20:15:04.193|START       |NAME=R削除ID取得 
--/-- --:--:--.---|VARIABLE    |NAME=処理結果フラグ, VALUE=0
--/-- --:--:--.---|INFO        |処理結果フラグ(int) 入力=[0]
--/-- --:--:--.---|VARIABLE    |NAME=読込行番号, VALUE=4
--/-- --:--:--.---|INFO        |読込行番号(int) 入力=[4]
--/-- --:--:--.---|VARIABLE    |NAME=商談コード, VALUE=P213002173
--/-- --:--:--.---|INFO        |商談コード(String) 入力=[P213002173]
--/-- --:--:--.---|VARIABLE    |NAME=オーダID, VALUE=BF24101604025-00
--/-- --:--:--.---|INFO        |オーダID(String) 入力=[BF24101604025-00]
--/-- --:--:--.---|VARIABLE    |NAME=カスタムオブジェクトID, VALUE=                  
--/-- --:--:--.---|INFO        |カスタムオブジェクトID(String) 入力=[                  ]
10/16 20:15:04.193|END         |
10/16 20:15:04.193|BRANCH_START|NAME=前回IDと比較
--/-- --:--:--.---|EVALUATION  |NAME=IDあり&前回IDと異なる, RESULT=false
10/16 20:15:04.193|BRANCH_END  |
10/16 20:15:04.193|START       |NAME=削除結果F内容 
10/16 20:15:04.194|END         |
10/16 20:15:04.194|START       |NAME=中間2ファイル出力_1 [csv_adapter/put_data]
--/-- --:--:--.---|INFO        |[1]行のデータを挿入しました。
10/16 20:15:04.196|END         |
10/16 20:15:04.196|START       |NAME=R削除ID取得 
--/-- --:--:--.---|VARIABLE    |NAME=処理結果フラグ, VALUE=0
--/-- --:--:--.---|INFO        |処理結果フラグ(int) 入力=[0]
--/-- --:--:--.---|VARIABLE    |NAME=読込行番号, VALUE=5
--/-- --:--:--.---|INFO        |読込行番号(int) 入力=[5]
--/-- --:--:--.---|VARIABLE    |NAME=商談コード, VALUE=P21800668D
--/-- --:--:--.---|INFO        |商談コード(String) 入力=[P21800668D]
--/-- --:--:--.---|VARIABLE    |NAME=オーダID, VALUE=BF24101604027-00
--/-- --:--:--.---|INFO        |オーダID(String) 入力=[BF24101604027-00]
--/-- --:--:--.---|VARIABLE    |NAME=カスタムオブジェクトID, VALUE=                  
--/-- --:--:--.---|INFO        |カスタムオブジェクトID(String) 入力=[                  ]
10/16 20:15:04.196|END         |
10/16 20:15:04.196|BRANCH_START|NAME=前回IDと比較
--/-- --:--:--.---|EVALUATION  |NAME=IDあり&前回IDと異なる, RESULT=false
10/16 20:15:04.196|BRANCH_END  |
10/16 20:15:04.196|START       |NAME=削除結果F内容 
10/16 20:15:04.196|END         |
10/16 20:15:04.196|START       |NAME=中間2ファイル出力_1 [csv_adapter/put_data]
--/-- --:--:--.---|INFO        |[1]行のデータを挿入しました。
10/16 20:15:04.198|END         |
10/16 20:15:04.198|LOOP_END    |COUNT=5
10/16 20:15:04.198|TRY_END     |
10/16 20:15:04.198|TRY_START   |NAME=try_登録
10/16 20:15:04.198|START       |NAME=中間2読込 [csv_adapter/get_data]
--/-- --:--:--.---|INFO        |[5]行のデータを抽出しました。
10/16 20:15:04.200|END         |
10/16 20:15:04.200|START       |NAME=削除Err集計 
--/-- --:--:--.---|INFO        |集計処理(グループ分けあり)が正常に終了しました。
10/16 20:15:04.201|END         |
10/16 20:15:04.201|START       |NAME=削除Err抽出 
10/16 20:15:04.201|END         |
10/16 20:15:04.201|START       |NAME=ErrKeysF出力 [csv_adapter/put_data]
--/-- --:--:--.---|INFO        |[0]行のデータを挿入しました。
10/16 20:15:04.204|END         |
10/16 20:15:04.204|START       |NAME=登録前変数初期化 
--/-- --:--:--.---|VARIABLE    |NAME=正常件数, VALUE=0
--/-- --:--:--.---|INFO        |正常件数(int) 入力=[0]
--/-- --:--:--.---|VARIABLE    |NAME=異常件数, VALUE=0
--/-- --:--:--.---|INFO        |異常件数(int) 入力=[0]
--/-- --:--:--.---|VARIABLE    |NAME=追加有無, VALUE=0
--/-- --:--:--.---|INFO        |追加有無(int) 入力=[0]
10/16 20:15:04.204|END         |
10/16 20:15:04.204|START       |NAME=オーダー進捗F読込_2 [variablelength_adapter/get_data]
--/-- --:--:--.---|INFO        |[5]行のデータを抽出しました。
10/16 20:15:04.206|END         |
10/16 20:15:04.206|LOOP_START  |NAME=繰り返し_登録内容
10/16 20:15:04.206|START       |NAME=登録可否取得・値設定 
--/-- --:--:--.---|VARIABLE    |NAME=処理結果フラグ, VALUE=0
--/-- --:--:--.---|INFO        |処理結果フラグ(int) 入力=[0]
--/-- --:--:--.---|VARIABLE    |NAME=読込行番号, VALUE=1
--/-- --:--:--.---|INFO        |読込行番号(int) 入力=[1]
10/16 20:15:04.208|END         |
10/16 20:15:04.208|BRANCH_START|NAME=登録可否判定
--/-- --:--:--.---|EVALUATION  |NAME=登録対象, RESULT=true
10/16 20:15:04.208|START       |NAME=追加Fマップ 
--/-- --:--:--.---|VARIABLE    |NAME=追加有無, VALUE=1
--/-- --:--:--.---|INFO        |追加有無(int) 入力=[1]
10/16 20:15:04.208|END         |
10/16 20:15:04.208|START       |NAME=追加ファイル出力 [csv_adapter/put_data]
--/-- --:--:--.---|INFO        |[1]行のデータを挿入しました。
10/16 20:15:04.212|END         |
10/16 20:15:04.212|BRANCH_END  |
10/16 20:15:04.212|START       |NAME=登録可否取得・値設定 
--/-- --:--:--.---|VARIABLE    |NAME=処理結果フラグ, VALUE=0
--/-- --:--:--.---|INFO        |処理結果フラグ(int) 入力=[0]
--/-- --:--:--.---|VARIABLE    |NAME=読込行番号, VALUE=2
--/-- --:--:--.---|INFO        |読込行番号(int) 入力=[2]
10/16 20:15:04.213|END         |
10/16 20:15:04.213|BRANCH_START|NAME=登録可否判定
--/-- --:--:--.---|EVALUATION  |NAME=登録対象, RESULT=true
10/16 20:15:04.213|START       |NAME=追加Fマップ 
--/-- --:--:--.---|VARIABLE    |NAME=追加有無, VALUE=1
--/-- --:--:--.---|INFO        |追加有無(int) 入力=[1]
10/16 20:15:04.214|END         |
10/16 20:15:04.214|START       |NAME=追加ファイル出力 [csv_adapter/put_data]
--/-- --:--:--.---|INFO        |[1]行のデータを挿入しました。
10/16 20:15:04.217|END         |
10/16 20:15:04.217|BRANCH_END  |
10/16 20:15:04.217|START       |NAME=登録可否取得・値設定 
--/-- --:--:--.---|VARIABLE    |NAME=処理結果フラグ, VALUE=0
--/-- --:--:--.---|INFO        |処理結果フラグ(int) 入力=[0]
--/-- --:--:--.---|VARIABLE    |NAME=読込行番号, VALUE=3
--/-- --:--:--.---|INFO        |読込行番号(int) 入力=[3]
10/16 20:15:04.218|END         |
10/16 20:15:04.218|BRANCH_START|NAME=登録可否判定
--/-- --:--:--.---|EVALUATION  |NAME=登録対象, RESULT=true
10/16 20:15:04.218|START       |NAME=追加Fマップ 
--/-- --:--:--.---|VARIABLE    |NAME=追加有無, VALUE=1
--/-- --:--:--.---|INFO        |追加有無(int) 入力=[1]
10/16 20:15:04.219|END         |
10/16 20:15:04.219|START       |NAME=追加ファイル出力 [csv_adapter/put_data]
--/-- --:--:--.---|INFO        |[1]行のデータを挿入しました。
10/16 20:15:04.222|END         |
10/16 20:15:04.222|BRANCH_END  |
10/16 20:15:04.222|START       |NAME=登録可否取得・値設定 
--/-- --:--:--.---|VARIABLE    |NAME=処理結果フラグ, VALUE=0
--/-- --:--:--.---|INFO        |処理結果フラグ(int) 入力=[0]
--/-- --:--:--.---|VARIABLE    |NAME=読込行番号, VALUE=4
--/-- --:--:--.---|INFO        |読込行番号(int) 入力=[4]
10/16 20:15:04.224|END         |
10/16 20:15:04.224|BRANCH_START|NAME=登録可否判定
--/-- --:--:--.---|EVALUATION  |NAME=登録対象, RESULT=true
10/16 20:15:04.224|START       |NAME=追加Fマップ 
--/-- --:--:--.---|VARIABLE    |NAME=追加有無, VALUE=1
--/-- --:--:--.---|INFO        |追加有無(int) 入力=[1]
10/16 20:15:04.224|END         |
10/16 20:15:04.224|START       |NAME=追加ファイル出力 [csv_adapter/put_data]
--/-- --:--:--.---|INFO        |[1]行のデータを挿入しました。
10/16 20:15:04.227|END         |
10/16 20:15:04.227|BRANCH_END  |
10/16 20:15:04.227|START       |NAME=登録可否取得・値設定 
--/-- --:--:--.---|VARIABLE    |NAME=処理結果フラグ, VALUE=0
--/-- --:--:--.---|INFO        |処理結果フラグ(int) 入力=[0]
--/-- --:--:--.---|VARIABLE    |NAME=読込行番号, VALUE=5
--/-- --:--:--.---|INFO        |読込行番号(int) 入力=[5]
10/16 20:15:04.229|END         |
10/16 20:15:04.229|BRANCH_START|NAME=登録可否判定
--/-- --:--:--.---|EVALUATION  |NAME=登録対象, RESULT=true
10/16 20:15:04.229|START       |NAME=追加Fマップ 
--/-- --:--:--.---|VARIABLE    |NAME=追加有無, VALUE=1
--/-- --:--:--.---|INFO        |追加有無(int) 入力=[1]
10/16 20:15:04.230|END         |
10/16 20:15:04.230|START       |NAME=追加ファイル出力 [csv_adapter/put_data]
--/-- --:--:--.---|INFO        |[1]行のデータを挿入しました。
10/16 20:15:04.232|END         |
10/16 20:15:04.232|BRANCH_END  |
10/16 20:15:04.232|LOOP_END    |COUNT=5
10/16 20:15:04.232|BRANCH_START|NAME=追加有無
--/-- --:--:--.---|EVALUATION  |NAME=追加あり, RESULT=true
10/16 20:15:04.232|START       |NAME=追加ファイル読込_1 [csv_adapter/get_data]
--/-- --:--:--.---|INFO        |[5]行のデータを抽出しました。
10/16 20:15:04.234|END         |
10/16 20:15:04.234|START       |NAME=Insert内容作成 
--/-- --:--:--.---|VARIABLE    |NAME=読込行番号, VALUE=1
--/-- --:--:--.---|INFO        |読込行番号(int) 入力=[1]
10/16 20:15:04.238|END         |
10/16 20:15:04.238|START       |NAME=オーダ進捗情報登録 [salesforce_adapter/put_insert]
--/-- --:--:--.---|WARN        |INSERTエラー:[読み込み済み件数:5][バッチサイズ:200][発生箇所:0][status:INVALID_FIELD][APIエラーメッセージ:Foreign key external ID: p213002b9a not found for field OpportunityCode__c in entity Opportunity]
--/-- --:--:--.---|INFO        |[5]件の入力データから、[4]件のデータ書き込み（INSERT）に成功しました。
--/-- --:--:--.---|WARN        |[1]件のデータ書き込み（INSERT）できない入力データがありました。
10/16 20:15:04.666|END         |
10/16 20:15:04.666|START       |NAME=処理件数・エラー抽出 
--/-- --:--:--.---|VARIABLE    |NAME=正常件数, VALUE=4
--/-- --:--:--.---|INFO        |正常件数(int) 入力=[4]
--/-- --:--:--.---|VARIABLE    |NAME=異常件数, VALUE=1
--/-- --:--:--.---|INFO        |異常件数(int) 入力=[1]
10/16 20:15:04.667|END         |
10/16 20:15:04.667|LOOP_START  |NAME=繰り返し_登録失敗
10/16 20:15:04.667|START       |NAME=エラー行番取得 
--/-- --:--:--.---|VARIABLE    |NAME=読込行番号, VALUE=1
--/-- --:--:--.---|INFO        |読込行番号(int) 入力=[1]
--/-- --:--:--.---|VARIABLE    |NAME=商談コード, VALUE=P213002B9A
--/-- --:--:--.---|INFO        |商談コード(String) 入力=[P213002B9A]
--/-- --:--:--.---|VARIABLE    |NAME=オーダID, VALUE=BF24101604007-00
--/-- --:--:--.---|INFO        |オーダID(String) 入力=[BF24101604007-00]
10/16 20:15:04.667|END         |
10/16 20:15:04.667|START       |NAME=エラーログ_SFDC登録エラー 
10/16 20:15:04.667|SCRIPT_START|SCRIPT=ログ出力, PROJECT=【次期CRM先行】共通処理部品, REPOSITORY=/home/z098334/projects/【次期CRM先行】共通処理部品, VERSION=9
--/-- --:--:--.---|VARIABLE    |NAME=カテゴリ, VALUE=IF
--/-- --:--:--.---|VARIABLE    |NAME=param01, VALUE=P213002B9A
--/-- --:--:--.---|VARIABLE    |NAME=メッセージID, VALUE=MSG0341
10/16 20:15:04.667|START       |NAME=メッセージ取得 
--/-- --:--:--.---|VARIABLE    |NAME=ログレベル, VALUE=E
--/-- --:--:--.---|INFO        |ログレベル(String) 入力=[E]
--/-- --:--:--.---|VARIABLE    |NAME=メッセージ, VALUE=pk0000mvvv000980e4mjj12gp558 レコード更新に失敗しました。　商談コード=P213002B9A
--/-- --:--:--.---|INFO        |メッセージ(String) 入力=[pk0000mvvv000980e4mjj12gp558 レコード更新に失敗しました。　商談コード=P213002B9A]
--/-- --:--:--.---|VARIABLE    |NAME=実行ID, VALUE=pk0000mvvv000980e4mjj12gp558
--/-- --:--:--.---|INFO        |実行ID(String) 入力=[pk0000mvvv000980e4mjj12gp558]
10/16 20:15:04.672|END         |
10/16 20:15:04.672|BRANCH_START|NAME=ログレベル判定
--/-- --:--:--.---|EVALUATION  |NAME=INFO, RESULT=false
--/-- --:--:--.---|EVALUATION  |NAME=WARN, RESULT=false
--/-- --:--:--.---|EVALUATION  |NAME=ERROR, RESULT=true
10/16 20:15:04.672|START       |NAME=ログ出力_ERROR 
10/16 20:15:04.672|END         |
10/16 20:15:04.672|BRANCH_END  |
10/16 20:15:04.672|BRANCH_START|NAME=if
--/-- --:--:--.---|EVALUATION  |NAME=異常終了, RESULT=false
--/-- --:--:--.---|EVALUATION  |NAME=警告終了, RESULT=false
10/16 20:15:04.672|BRANCH_END  |
10/16 20:15:04.672|SCRIPT_END  |EXIT_STATUS=0
10/16 20:15:04.672|END         |
10/16 20:15:04.672|START       |NAME=追加ファイル読込_2 [csv_adapter/get_data]
--/-- --:--:--.---|INFO        |[5]行のデータを抽出しました。
10/16 20:15:04.675|END         |
10/16 20:15:04.675|START       |NAME=エラー行抽出 
10/16 20:15:04.675|END         |
10/16 20:15:04.675|START       |NAME=Errファイル出力_3 
10/16 20:15:04.676|SCRIPT_START|SCRIPT=sub/004_不正レコードファイル出力, PROJECT=【データ連携HUB】WE0502_オーダー情報取込(Biz-FLOW), REPOSITORY=/share/projects/【データ連携HUB】WE0502_オーダー情報取込(Biz-FLOW), VERSION=7
--/-- --:--:--.---|VARIABLE    |NAME=レコード情報, VALUE=com.appresso.ds.xmlfw.table.MemoryTableData@404e09a7
--/-- --:--:--.---|VARIABLE    |NAME=不正レコードファイルパス, VALUE=/data/MERGE/app/data/WE0502/ERROR/20241016201500_pk0000mvvv000980e4mjj12gp558_error/BF_orderstatus_202410162010_20241016201500_error.csv
--/-- --:--:--.---|VARIABLE    |NAME=メッセージ, VALUE=null: null
--/-- --:--:--.---|VARIABLE    |NAME=エラーコード, VALUE=0001
10/16 20:15:04.676|START       |NAME=不正レコード出力設定 
10/16 20:15:04.676|END         |
10/16 20:15:04.676|START       |NAME=不正レコードF出力 [csv_adapter/put_data]
--/-- --:--:--.---|INFO        |[1]行のデータを挿入しました。
10/16 20:15:04.684|END         |
10/16 20:15:04.685|SCRIPT_END  |EXIT_STATUS=0
10/16 20:15:04.685|END         |
10/16 20:15:04.685|LOOP_END    |COUNT=1
10/16 20:15:04.685|BRANCH_END  |
10/16 20:15:04.685|TRY_END     |
10/16 20:15:04.685|BRANCH_START|NAME=処理結果判定
--/-- --:--:--.---|EVALUATION  |NAME=処理結果_異常, RESULT=true
10/16 20:15:04.685|BRANCH_END  |
10/16 20:15:04.685|SCRIPT_END  |EXIT_STATUS=3
10/16 20:15:04.685|END         |
10/16 20:15:04.685|BRANCH_START|NAME=反映結果反映
--/-- --:--:--.---|EVALUATION  |NAME=反映結果異常, RESULT=true
10/16 20:15:04.685|START       |NAME=処理結果←異常_1 
--/-- --:--:--.---|VARIABLE    |NAME=処理結果フラグ, VALUE=3
--/-- --:--:--.---|INFO        |処理結果フラグ(int) 入力=[3]
